age, income, credit_score, loan_amount, loan_term, employment_years, debt_to_income     , existing_loans, savings_balance, will_default, suggested_interest_rate
 50, 41426 ,          834,       63824,        60,                9, 0.603180500740304  ,              4,            1689,            1,     18.084490303674638
 35, 51858 ,          373,       79399,        24,                1, 0.7398108444255859 ,              0,           38988,            1,     18.881512919351973
 69, 25650 ,          304,       65659,        36,                4, 0.5498359284636112 ,              3,            2515,            1,     22.597062643742763
 66, 49828 ,          762,       42790,        12,                1, 0.5720280071017358 ,              0,           11327,            1,     23.204117134210748
 45, 40442 ,          381,       27118,        60,                0, 0.6049830893687682 ,              2,            6053,            1,     20.8791530907839
 64, 27545 ,          836,       57025,        48,                5, 0.2823517160178456 ,              1,            8100,            1,     15.824575367244979
 28, 89514 ,          704,       64938,        60,                0, 0.5078745123017793 ,              2,           26982,            1,     18.87139060351621
 62, 28325 ,          813,       10149,        36,                5, 0.6895225801811194 ,              3,            7583,            1,     13.69808408094381
 50, 50139 ,          577,       43079,        24,                5, 0.3073139111825255 ,              2,            3641,            1,     14.991423180909498
 34, 33943 ,          523,        7484,        48,                8, 0.7280193497178022 ,              3,            2495,            1,     15.939762244816318
 23, 55940 ,          367,       60474,        24,                0, 0.5342673648359424 ,              1,           22255,            1,     12.945879110573289
 21, 24512 ,          619,       95727,        60,                7, 0.39622239600313935,              1,           43218,            1,     23.504851873719918
 37, 66807 ,          318,       53601,        60,               36, 0.5362280729802051 ,              4,            2901,            1,     13.594374303927644
 65, 90723 ,          642,       48809,        12,                9, 0.38130193398235346,              2,           12798,            1,     21.058903439110885
 64, 33209 ,          642,       25791,        48,                6, 0.6866249212937222 ,              4,            7047,            1,     18.573604294632016
